계약명,계약차수,공정년월,월공정계획율(퍼센트),월공정실적율(퍼센트),보고번호,계약체결일자,계약금액(원),착공일자,준공일자
울산신항 남방파제 및 기타공사(제2공구) 축조(6차)공사,6,2009-01-01,13.57,13.96,3006576,2009-05-26,7997700000,2009-01-13,2009-05-28
울산신항 남방파제 및 기타공사(제2공구) 축조공사,5,2008-10-01,91.34,81.03,3006575,2008-02-12,53759000000,2008-02-12,2009-04-07
울산신항 남방파제 및 기타공사(제2공구) 축조공사,5,2008-11-01,94.32,84.81,3006574,2008-02-12,53759000000,2008-02-12,2009-04-07
울산신항 남방파제 및 기타공사(제2공구) 축조공사,5,2008-09-01,87.01,76.81,3006573,2008-02-12,53759000000,2008-02-12,2009-04-07
울산신항 남방파제 및 기타공사(제2공구) 축조공사,5,2008-08-01,73.94,71.58,3006572,2008-02-12,53759000000,2008-02-12,2009-04-07
울산신항 남방파제 및 기타공사(제2공구) 축조공사,5,2008-07-01,67.11,65.22,3006571,2008-02-12,53759000000,2008-02-12,2009-04-07
울산신항 남방파제 및 기타공사(제2공구) 축조공사,5,2008-06-01,61.45,58.77,3006570,2008-02-12,53759000000,2008-02-12,2009-04-07
울산신항 남방파제 및 기타공사(제2공구) 축조공사,5,2008-04-01,53.19,44.03,3006569,2008-02-12,53759000000,2008-02-12,2009-04-07
울산신항 남방파제 및 기타공사(제2공구) 축조공사,5,2008-05-01,58.33,51.72,3006568,2008-02-12,53759000000,2008-02-12,2009-04-07
울산신항 남방파제 및 기타공사(제2공구) 축조공사,5,2008-03-01,45.39,32.7,3006567,2008-02-12,53759000000,2008-02-12,2009-04-07
울산신항 남방파제 및 기타공사(제2공구) 축조공사,5,2008-02-01,37.35,20.28,3006566,2008-02-12,53759000000,2008-02-12,2009-04-07
울산신항 남방파제 및 기타공사(2공구) 축조(4차)공사,4,2007-12-01,100,100,3006565,2007-01-24,56713000000,2007-01-26,2008-01-26
울산신항 남방파제 및 기타공사(2공구) 축조(4차)공사,4,2007-09-01,83.12,81.72,3006564,2007-01-24,56713000000,2007-01-26,2008-01-26
울산신항 남방파제 및 기타공사(2공구) 축조(4차)공사,4,2007-08-01,75.33,70.19,3006563,2007-01-24,56713000000,2007-01-26,2008-01-26
울산신항 남방파제 및 기타공사(2공구) 축조(4차)공사,4,2007-11-01,94.58,92.39,3006562,2007-01-24,56713000000,2007-01-26,2008-01-26
울산신항 남방파제 및 기타공사(2공구) 축조(4차)공사,4,2007-10-01,90.53,89.12,3006561,2007-01-24,56713000000,2007-01-26,2008-01-26
울산신항 남방파제 및 기타공사(2공구) 축조(4차)공사,4,2007-07-01,61.87,58.87,3006560,2007-01-24,56713000000,2007-01-26,2008-01-26
울산신항 남방파제 및 기타공사(2공구) 축조(4차)공사,4,2007-06-01,49.57,46.06,3006559,2007-01-24,56713000000,2007-01-26,2008-01-26
울산신항 남방파제 및 기타공사(2공구) 축조(4차)공사,4,2007-05-01,37.77,34.07,3006558,2007-01-24,56713000000,2007-01-26,2008-01-26
울산신항 남방파제 및 기타공사(2공구) 축조(4차)공사,4,2007-04-01,29.57,27.67,3006557,2007-01-24,56713000000,2007-01-26,2008-01-26
울산신항 남방파제 및 기타공사(2공구) 축조(4차)공사,4,2007-03-01,24.79,21.63,3006556,2007-01-24,56713000000,2007-01-26,2008-01-26
울산신항 남방파제 및 기타공사(2공구) 축조(4차)공사,4,2007-02-01,18.65,15.59,3006555,2007-01-24,56713000000,2007-01-26,2008-01-26
울산신항 남방파제 및 기타공사(2공구) 축조(4차)공사,4,2007-01-01,14.25,7.93,3006554,2007-01-24,56713000000,2007-01-26,2008-01-26
울산신항 남방파제 및 기타공사(2공구) 축조(3차)공사,3,2006-12-01,100,100,3006553,2006-01-20,39300000000,2006-01-23,2006-12-29
울산신항 남방파제 및 기타공사(2공구) 축조(3차)공사,3,2006-11-01,93.1,88.64,3006552,2006-01-20,39300000000,2006-01-23,2006-12-29
울산신항 남방파제 및 기타공사(2공구) 축조(3차)공사,3,2006-08-01,80.87,61.35,3006551,2006-01-20,39300000000,2006-01-23,2006-12-29
울산신항 남방파제 및 기타공사(2공구) 축조(3차)공사,3,2006-07-01,69.35,53.44,3006550,2006-01-20,39300000000,2006-01-23,2006-12-29
울산신항 남방파제 및 기타공사(2공구) 축조(3차)공사,3,2006-10-01,87.21,78.85,3006549,2006-01-20,39300000000,2006-01-23,2006-12-29
울산신항 남방파제 및 기타공사(2공구) 축조(3차)공사,3,2006-09-01,84.6,69.66,3006548,2006-01-20,39300000000,2006-01-23,2006-12-29
울산신항 남방파제 및 기타공사(2공구) 축조(3차)공사,3,2006-06-01,62.16,46.51,3006547,2006-01-20,39300000000,2006-01-23,2006-12-29
울산신항 남방파제 및 기타공사(2공구) 축조(3차)공사,3,2006-05-01,57.19,38.39,3006546,2006-01-20,39300000000,2006-01-23,2006-12-29
울산신항 남방파제 및 기타공사(2공구) 축조(3차)공사,3,2006-04-01,45.9,31.28,3006545,2006-01-20,39300000000,2006-01-23,2006-12-29
울산신항 남방파제 및 기타공사(2공구) 축조(3차)공사,3,2006-03-01,35.6,23.58,3006544,2006-01-20,39300000000,2006-01-23,2006-12-29
울산신항 남방파제 및 기타공사(2공구) 축조(3차)공사,3,2006-02-01,28.19,15.75,3006543,2006-01-20,39300000000,2006-01-23,2006-12-29
울산신항 남방파제 및 기타공사(2공구) 축조(3차)공사,3,2006-01-01,21.25,6.75,3006542,2006-01-20,39300000000,2006-01-23,2006-12-29
울산신항 남방파제 및 기타공사(2공구) 축조(2차)공사,2,2005-10-01,85.73,75.48,3006541,2005-02-01,27000000000,2005-02-01,2005-12-27
울산신항 남방파제 및 기타공사(2공구) 축조(2차)공사,2,2005-09-01,77.17,66.27,3006540,2005-02-01,27000000000,2005-02-01,2005-12-27
울산신항 남방파제 및 기타공사(2공구) 축조(2차)공사,2,2005-08-01,69.55,59.56,3006539,2005-02-01,27000000000,2005-02-01,2005-12-27
울산신항 남방파제 및 기타공사(2공구) 축조(2차)공사,2,2005-07-01,46.57,38.32,3006538,2005-02-01,27000000000,2005-02-01,2005-12-27
울산신항 남방파제 및 기타공사(2공구) 축조(2차)공사,2,2005-06-01,36.41,24.69,3006537,2005-02-01,27000000000,2005-02-01,2005-12-27
울산신항 남방파제 및 기타공사(2공구) 축조(2차)공사,2,2005-05-01,16.75,17.93,3006536,2005-02-01,27000000000,2005-02-01,2005-12-27
울산신항 남방파제 및 기타공사(2공구) 축조(2차)공사,2,2005-04-01,10.85,11.72,3006535,2005-02-01,27000000000,2005-02-01,2005-12-27
울산신항 남방파제 및 기타공사(2공구) 축조(2차)공사,2,2005-03-01,9.36,5.01,3006534,2005-02-01,27000000000,2005-02-01,2005-12-27
울산신항 남방파제 및 기타공사(2공구) 축조(2차)공사,2,2005-02-01,9.36,1.55,3006533,2005-02-01,27000000000,2005-02-01,2005-12-27
울산신항 남방파제 및 기타공사(2공구) 축조(1차)공사,1,2005-01-01,100,100,3006532,2005-02-04,4997300000,2004-12-28,2005-03-28
울산신항 남방파제 및 기타공사(제1공구) 축조(6차)공사,6,2009-04-01,82.72,78.33,3006531,2009-05-25,8823800000,2009-01-13,2009-05-28
울산신항 남방파제 및 기타공사(제1공구) 축조공사,5,2008-11-01,95.36,88.27,3006530,2008-12-23,64305000000,2008-02-04,2009-03-30
울산신항 남방파제 및 기타공사(제1공구) 축조공사,5,2008-10-01,91.51,84.42,3006529,2008-12-23,64305000000,2008-02-04,2009-03-30
울산신항 남방파제 및 기타공사(제1공구) 축조공사,5,2008-09-01,82.34,80.24,3006528,2008-12-23,64305000000,2008-02-04,2009-03-30
울산신항 남방파제 및 기타공사(제1공구) 축조공사,5,2008-08-01,74.84,50.71,3006527,2008-12-23,64305000000,2008-02-04,2009-03-30
울산신항 남방파제 및 기타공사(제1공구) 축조공사,5,2008-06-01,54.03,35.19,3006526,2008-12-23,64305000000,2008-02-04,2009-03-30
울산신항 남방파제 및 기타공사(제1공구) 축조공사,5,2008-07-01,66.71,42.67,3006525,2008-12-23,64305000000,2008-02-04,2009-03-30
울산신항 남방파제 및 기타공사(제1공구) 축조공사,5,2008-04-01,33.49,22.52,3006524,2008-12-23,64305000000,2008-02-04,2009-03-30
울산신항 남방파제 및 기타공사(제1공구) 축조공사,5,2008-05-01,43.15,27.41,3006523,2008-12-23,64305000000,2008-02-04,2009-03-30
울산신항 남방파제 및 기타공사(제1공구) 축조공사,5,2008-03-01,19.3,17.73,3006522,2008-12-23,64305000000,2008-02-04,2009-03-30
울산신항 남방파제 및 기타공사(제1공구) 축조공사,5,2008-02-01,14.61,13.71,3006521,2008-12-23,64305000000,2008-02-04,2009-03-30
울산신항 남방파제 및 기타공사(1공구) 축조(4차)공사,4,2007-12-01,100,100,3006520,2007-01-24,66278000000,2007-01-26,2008-01-11
울산신항 남방파제 및 기타공사(1공구) 축조(4차)공사,4,2007-09-01,83.76,82.75,3006519,2007-01-24,66278000000,2007-01-26,2008-01-11
울산신항 남방파제 및 기타공사(1공구) 축조(4차)공사,4,2007-08-01,82.6,75.03,3006518,2007-01-24,66278000000,2007-01-26,2008-01-11
울산신항 남방파제 및 기타공사(1공구) 축조(4차)공사,4,2007-11-01,64.82,66.31,3006517,2007-01-24,66278000000,2007-01-26,2008-01-11
울산신항 남방파제 및 기타공사(1공구) 축조(4차)공사,4,2007-10-01,85.49,87.94,3006516,2007-01-24,66278000000,2007-01-26,2008-01-11
울산신항 남방파제 및 기타공사(1공구) 축조(4차)공사,4,2007-07-01,66.25,66.8,3006515,2007-01-24,66278000000,2007-01-26,2008-01-11
울산신항 남방파제 및 기타공사(1공구) 축조(4차)공사,4,2007-06-01,55.36,58.18,3006514,2007-01-24,66278000000,2007-01-26,2008-01-11
울산신항 남방파제 및 기타공사(1공구) 축조(4차)공사,4,2007-05-01,45.71,47.23,3006513,2007-01-24,66278000000,2007-01-26,2008-01-11
울산신항 남방파제 및 기타공사(1공구) 축조(4차)공사,4,2007-01-01,8.89,2.87,3006512,2007-01-24,66278000000,2007-01-26,2008-01-11
울산신항 남방파제 및 기타공사(1공구) 축조(4차)공사,4,2007-04-01,35.97,35.44,3006511,2007-01-24,66278000000,2007-01-26,2008-01-11
울산신항 남방파제 및 기타공사(1공구) 축조(4차)공사,4,2007-03-01,25.88,23.09,3006510,2007-01-24,66278000000,2007-01-26,2008-01-11
울산신항 남방파제 및 기타공사(1공구) 축조(4차)공사,4,2007-02-01,16.29,13.46,3006509,2007-01-24,66278000000,2007-01-26,2008-01-11
울산신항 남방파제 및 기타공사(1공구) 축조(3차)공사,3,2006-12-01,38.47,38.47,3006508,2006-01-20,44750000000,2006-01-23,2006-12-31
울산신항 남방파제 및 기타공사(1공구) 축조(3차)공사,3,2006-11-01,84.05,87.24,3006507,2006-01-20,44750000000,2006-01-23,2006-12-31
울산신항 남방파제 및 기타공사(1공구) 축조(3차)공사,3,2006-08-01,48.7,45.77,3006506,2006-01-20,44750000000,2006-01-23,2006-12-31
울산신항 남방파제 및 기타공사(1공구) 축조(3차)공사,3,2006-07-01,38.15,38.08,3006505,2006-01-20,44750000000,2006-01-23,2006-12-31
울산신항 남방파제 및 기타공사(1공구) 축조(3차)공사,3,2006-10-01,65.58,62.92,3006504,2006-01-20,44750000000,2006-01-23,2006-12-31
울산신항 남방파제 및 기타공사(1공구) 축조(3차)공사,3,2006-06-01,26.57,29.47,3006503,2006-01-20,44750000000,2006-01-23,2006-12-31
울산신항 남방파제 및 기타공사(1공구) 축조(3차)공사,3,2006-05-01,13.41,21.14,3006502,2006-01-20,44750000000,2006-01-23,2006-12-31
울산신항 남방파제 및 기타공사(1공구) 축조(3차)공사,3,2006-04-01,5.98,14.41,3006501,2006-01-20,44750000000,2006-01-23,2006-12-31
울산신항 남방파제 및 기타공사(1공구) 축조(3차)공사,3,2006-03-01,0.8,6.15,3006500,2006-01-20,44750000000,2006-01-23,2006-12-31
울산신항 남방파제 및 기타공사(1공구) 축조(3차)공사,3,2006-02-01,0.33,1.91,3006499,2006-01-20,44750000000,2006-01-23,2006-12-31
울산신항 남방파제 및 기타공사(1공구) 축조(3차)공사,3,2006-01-01,0.31,0.15,3006498,2006-01-20,44750000000,2006-01-23,2006-12-31
울산신항 남방파제 및 기타공사(1공구) 축조(3차)공사,3,2006-09-01,58.06,52.99,3006497,2006-01-20,44750000000,2006-01-23,2006-12-31
울산신항 남방파제 및 기타공사(1공구) 축조(2차)공사,2,2005-10-01,72.12,78.25,3006496,2005-09-28,30500000000,2005-02-01,2005-12-28
울산신항 남방파제 및 기타공사(1공구) 축조(2차)공사,2,2005-09-01,60.2,64.19,3006495,2005-09-28,30500000000,2005-02-01,2005-12-28
울산신항 남방파제 및 기타공사(1공구) 축조(2차)공사,2,2005-08-01,57.29,60.46,3006494,2005-09-28,30500000000,2005-02-01,2005-12-28
울산신항 남방파제 및 기타공사(1공구) 축조(2차)공사,2,2005-07-01,34.03,37.18,3006493,2005-09-28,30500000000,2005-02-01,2005-12-28
울산신항 남방파제 및 기타공사(1공구) 축조(2차)공사,2,2005-06-01,33.4,22.91,3006492,2005-09-28,30500000000,2005-02-01,2005-12-28
울산신항 남방파제 및 기타공사(1공구) 축조(2차)공사,2,2005-05-01,16.11,12.1,3006491,2005-09-28,30500000000,2005-02-01,2005-12-28
울산신항 남방파제 및 기타공사(1공구) 축조(2차)공사,2,2005-04-01,6.5,5.02,3006490,2005-09-28,30500000000,2005-02-01,2005-12-28
울산신항 남방파제 및 기타공사(1공구) 축조(2차)공사,2,2005-03-01,4.84,0.12,3006489,2005-09-28,30500000000,2005-02-01,2005-12-28
울산신항 남방파제 및 기타공사(1공구) 축조(2차)공사,2,2005-02-01,4.67,0,3006488,2005-09-28,30500000000,2005-02-01,2005-12-28
울산신항 남방파제 및 기타공사(1공구) 축조(1차)공사,1,2005-03-01,100,100,3006487,2004-12-27,5000000000,2004-12-28,2005-03-28
울산신항 남방파제 및 기타공사(1공구) 축조(1차)공사,1,2005-02-01,100,100,3006486,2004-12-27,5000000000,2004-12-28,2005-03-28
울산신항 남방파제 및 기타공사(1공구) 축조(1차)공사,1,2005-01-01,88,76,3006485,2004-12-27,5000000000,2004-12-28,2005-03-28
울산신항방파제1단계(1공구)축조공사책임감리용역(6차),1,2004-11-01,50.88,50.88,3006484,2004-06-01,906000000,2004-06-02,2005-06-13
울산신항방파제1단계(1공구)축조공사책임감리용역(6차),1,2004-10-01,42.05,42.05,3006483,2004-06-01,906000000,2004-06-02,2005-06-13
울산신항방파제1단계(1공구)축조공사책임감리용역(6차),1,2004-09-01,32.34,32.34,3006482,2004-06-01,906000000,2004-06-02,2005-06-13
울산신항방파제1단계(1공구)축조공사책임감리용역(6차),1,2004-08-01,24.61,24.61,3006481,2004-06-01,906000000,2004-06-02,2005-06-13
울산신항방파제1단계(1공구)축조공사책임감리용역(6차),1,2004-07-01,15.89,15.89,3006480,2004-06-01,906000000,2004-06-02,2005-06-13
울산신항방파제1단계(1공구)축조공사책임감리용역(6차),1,2004-06-01,7.28,7.28,3006479,2004-06-01,906000000,2004-06-02,2005-06-13
울산신항방파제1단계(1공구)축조공사책임감리용역(5차),1,2004-04-01,90.07,90.07,3006477,2003-01-15,1228000000,2003-01-02,2004-06-21
울산신항방파제1단계(1공구)축조공사책임감리용역(5차),1,2004-03-01,84.45,84.45,3006476,2003-01-15,1228000000,2003-01-02,2004-06-21
울산신항 방파제 1단계(1공구) 축조공사(5차),1,2004-06-01,100,100,3006475,2003-01-15,60254000000,2003-01-14,2004-06-30
울산신항 방파제 1단계(1공구) 축조공사(5차),1,2004-05-01,98.31,98.88,3006474,2003-01-15,60254000000,2003-01-14,2004-06-30
울산신항 방파제 1단계(1공구) 축조공사(5차),1,2004-04-01,96.91,93.89,3006473,2003-01-15,60254000000,2003-01-14,2004-06-30
울산신항 방파제 1단계(1공구) 축조공사(5차),1,2004-03-01,95.75,86.74,3006472,2003-01-15,60254000000,2003-01-14,2004-06-30
울산신항 방파제 1단계(1공구) 축조(6차)공사,1,2004-10-01,60.21,63.42,3006471,2004-03-10,41107000000,2004-03-10,2005-06-13
울산신항 방파제 1단계(1공구) 축조(6차)공사,1,2004-09-01,58.58,54.15,3006470,2004-03-10,41107000000,2004-03-10,2005-06-13
울산신항 방파제 1단계(1공구) 축조(6차)공사,1,2004-08-01,57.44,45.56,3006469,2004-03-10,41107000000,2004-03-10,2005-06-13
울산신항 방파제 1단계(1공구) 축조(6차)공사,1,2004-07-01,49.29,36.95,3006468,2004-03-10,41107000000,2004-03-10,2005-06-13
울산신항 방파제 1단계(1공구) 축조(6차)공사,1,2004-06-01,43.22,27.78,3006467,2004-03-10,41107000000,2004-03-10,2005-06-13
울산신항 방파제 1단계(1공구) 축조(6차)공사,1,2004-05-01,32.31,22.06,3006466,2004-03-10,41107000000,2004-03-10,2005-06-13
울산신항 방파제 1단계(1공구) 축조(6차)공사,1,2004-04-01,21.37,12.65,3006465,2004-03-10,41107000000,2004-03-10,2005-06-13
울산신항 방파제 1단계(1공구) 축조(6차)공사,1,2004-03-01,11.81,4.59,3006464,2004-03-10,41107000000,2004-03-10,2005-06-13
울산항 소형선부두(매암부두)축조공사 사후환경영향조사,1,2007-10-01,74.7,74.7,3006463,2007-04-04,43727700,2007-04-12,2008-02-05
울산항 소형선부두(매암부두)축조공사 사후환경영향조사,1,2007-09-01,50.1,50.1,3006462,2007-04-04,43727700,2007-04-12,2008-02-05
울산항 소형선부두(매암부두)축조공사 사후환경영향조사,1,2007-08-01,49.8,49.8,3006461,2007-04-04,43727700,2007-04-12,2008-02-05
울산항 소형선부두(매암부두)축조공사 사후환경영향조사,1,2007-11-01,98.9,98.9,3006460,2007-04-04,43727700,2007-04-12,2008-02-05
울산항 소형선부두(매암부두)축조공사 사후환경영향조사,1,2007-07-01,49.5,49.5,3006459,2007-04-04,43727700,2007-04-12,2008-02-05
울산항 소형선부두(매암부두)축조공사 사후환경영향조사,1,2007-06-01,48.7,48.7,3006458,2007-04-04,43727700,2007-04-12,2008-02-05
울산항 소형선부두(매암부두)축조공사 사후환경영향조사,1,2007-05-01,5,5,3006457,2007-04-04,43727700,2007-04-12,2008-02-05
울산항 소형선부두(매암부두)축조공사 사후환경영향조사,1,2007-04-01,2,2,3006456,2007-04-04,43727700,2007-04-12,2008-02-05
2007년울산항노후시설물(석탄부두)유지보수보강공사및기타공사,1,2007-06-01,100,77.2,3006455,2007-04-05,524446000,2007-04-16,2007-09-12
2007년울산항노후시설물(석탄부두)유지보수보강공사및기타공사,1,2007-04-01,15,6,3006454,2007-04-05,524446000,2007-04-16,2007-09-12
2007년울산항노후시설물(석탄부두)유지보수보강공사및기타공사,1,2007-05-01,36.8,22.2,3006453,2007-04-05,524446000,2007-04-16,2007-09-12
울산항 소형선부두 전기공사,1,2006-10-01,70,70,3006452,2006-04-05,322238600,2006-04-13,2006-12-09
울산항 소형선부두 전기공사,1,2006-07-01,5,5,3006451,2006-04-05,322238600,2006-04-13,2006-12-09
울산항 소형선부두 전기공사,1,2006-04-01,1,1,3006450,2006-04-05,322238600,2006-04-13,2006-12-09
울산항 소형선부두 전기공사,1,2006-05-01,2,2,3006449,2006-04-05,322238600,2006-04-13,2006-12-09
울산항 소형선부두 전기공사,1,2006-09-01,48,48,3006448,2006-04-05,322238600,2006-04-13,2006-12-09
울산항 소형선부두 전기공사,1,2006-08-01,0,0,3006447,2006-04-05,322238600,2006-04-13,2006-12-09
온산항 항로직선화 준설공사,1,2006-11-01,99.9,92.45,3006446,2006-04-27,5319466000,2006-04-28,2006-12-24
온산항 항로직선화 준설공사,1,2006-10-01,83.56,73.82,3006445,2006-04-27,5319466000,2006-04-28,2006-12-24
온산항 항로직선화 준설공사,1,2006-08-01,57.26,36.62,3006444,2006-04-27,5319466000,2006-04-28,2006-12-24
온산항 항로직선화 준설공사,1,2006-07-01,36.75,25.56,3006443,2006-04-27,5319466000,2006-04-28,2006-12-24
온산항 항로직선화 준설공사,1,2006-06-01,20.05,15.01,3006442,2006-04-27,5319466000,2006-04-28,2006-12-24
온산항 항로직선화 준설공사,1,2006-05-01,1.85,4.55,3006441,2006-04-27,5319466000,2006-04-28,2006-12-24
온산항 항로직선화 준설공사,1,2006-04-01,0,0,3006440,2006-04-27,5319466000,2006-04-28,2006-12-24
온산항 항로직선화 준설공사,1,2006-09-01,69.75,55.3,3006439,2006-04-27,5319466000,2006-04-28,2006-12-24
울산항 소형선부두축조공사 전면책임감리용역(4차),4,2006-10-01,77.01,77.01,3006438,2006-08-23,27831000,2006-09-14,2006-11-13
울산항 소형선부두축조공사 전면책임감리용역(4차),4,2006-09-01,27.38,27.38,3006437,2006-08-23,27831000,2006-09-14,2006-11-13
울산항 소형선부두 축조공사(4차),4,2006-11-01,100,100,3006436,2006-01-16,1577145240,2006-01-18,2006-11-13
울산항 소형선부두 축조공사(4차),4,2006-07-01,33.95,37.72,3006435,2006-01-16,1577145240,2006-01-18,2006-11-13
울산항 소형선부두 축조공사(4차),4,2006-08-01,45.5,50.54,3006434,2006-01-16,1577145240,2006-01-18,2006-11-13
울산항 소형선부두 축조공사(4차),4,2006-05-01,13.83,15.26,3006433,2006-01-16,1577145240,2006-01-18,2006-11-13
울산항 소형선부두 축조공사(4차),4,2006-04-01,8.72,8.79,3006432,2006-01-16,1577145240,2006-01-18,2006-11-13
울산항 소형선부두 축조공사(4차),4,2006-03-01,5.24,5.76,3006431,2006-01-16,1577145240,2006-01-18,2006-11-13
울산항 소형선부두 축조공사(4차),4,2006-02-01,1.36,1.44,3006430,2006-01-16,1577145240,2006-01-18,2006-11-13
울산항 소형선부두 축조공사(4차),4,2006-01-01,0.32,0.32,3006429,2006-01-16,1577145240,2006-01-18,2006-11-13
울산항 소형선부두 축조공사(4차),4,2006-09-01,72.2,77.55,3006428,2006-01-16,1577145240,2006-01-18,2006-11-13
울산항 소형선부두 축조공사(4차),4,2006-06-01,25.32,28.11,3006427,2006-01-16,1577145240,2006-01-18,2006-11-13
울산항 소형선부두 축조공사(3차),3,2005-11-01,92.91,95.05,3006426,2005-01-17,4423254000,2005-01-18,2005-12-29
울산항 소형선부두 축조공사(3차),3,2005-10-01,82.44,91,3006425,2005-01-17,4423254000,2005-01-18,2005-12-29
울산항 소형선부두 축조공사(3차),3,2005-08-01,74.05,81.28,3006424,2005-01-17,4423254000,2005-01-18,2005-12-29
울산항 소형선부두 축조공사(3차),3,2005-07-01,63.8,69.85,3006423,2005-01-17,4423254000,2005-01-18,2005-12-29
울산항 소형선부두 축조공사(3차),3,2005-06-01,53.5,56.64,3006422,2005-01-17,4423254000,2005-01-18,2005-12-29
울산항 소형선부두 축조공사(3차),3,2005-05-01,23.5,33,3006421,2005-01-17,4423254000,2005-01-18,2005-12-29
울산항 소형선부두 축조공사(3차),3,2005-03-01,10.49,16.91,3006420,2005-01-17,4423254000,2005-01-18,2005-12-29
울산항 소형선부두 축조공사(3차),3,2005-02-01,3.38,3.38,3006419,2005-01-17,4423254000,2005-01-18,2005-12-29
울산항소형선부두전면책임감리용역(2차),1,2004-08-01,32.28,32.28,3006418,2004-05-11,228000000,2004-05-16,2004-12-31
울산항소형선부두전면책임감리용역(2차),1,2004-07-01,22.42,22.42,3006417,2004-05-11,228000000,2004-05-16,2004-12-31
울산항소형선부두전면책임감리용역(2차),1,2004-06-01,12.99,12.99,3006416,2004-05-11,228000000,2004-05-16,2004-12-31
울산항소형선부두전면책임감리용역(2차),1,2004-05-01,3.13,3.13,3006415,2004-05-11,228000000,2004-05-16,2004-12-31
울산항소형선부두전면책임감리용역(2차),1,2004-11-01,61.39,61.39,3006414,2004-05-11,228000000,2004-05-16,2004-12-31
울산항소형선부두전면책임감리용역(2차),1,2004-10-01,51.58,51.58,3006413,2004-05-11,228000000,2004-05-16,2004-12-31
울산항소형선부두전면책임감리용역(2차),1,2004-09-01,42.09,42.09,3006412,2004-05-11,228000000,2004-05-16,2004-12-31
울산항 소형선부두축조공사 전면책임감리용역(1차),1,2004-05-01,100,100,3006411,2003-11-26,124000000,2003-11-27,2004-05-18
울산항 소형선부두축조공사 전면책임감리용역(1차),1,2004-04-01,87.66,88,3006410,2003-11-26,124000000,2003-11-27,2004-05-18
울산항 소형선부두축조공사 전면책임감리용역(1차),1,2004-03-01,69.88,69.88,3006409,2003-11-26,124000000,2003-11-27,2004-05-18
울산항소형선부두축조공사(2차),1,2004-11-01,98.33,97.68,3006408,2004-03-19,4000000000,2004-03-26,2004-12-21
울산항소형선부두축조공사(2차),1,2004-10-01,95.45,94.61,3006407,2004-03-19,4000000000,2004-03-26,2004-12-21
울산항소형선부두축조공사(2차),1,2004-09-01,84.2,82.42,3006406,2004-03-19,4000000000,2004-03-26,2004-12-21
울산항소형선부두축조공사(2차),1,2004-08-01,74.1,74.09,3006405,2004-03-19,4000000000,2004-03-26,2004-12-21
울산항소형선부두축조공사(2차),1,2004-07-01,65.04,65.03,3006404,2004-03-19,4000000000,2004-03-26,2004-12-21
울산항소형선부두축조공사(2차),1,2004-06-01,56.53,56.44,3006403,2004-03-19,4000000000,2004-03-26,2004-12-21
울산항소형선부두축조공사(2차),1,2004-05-01,48.15,45.43,3006402,2004-03-19,4000000000,2004-03-26,2004-12-21
울산항소형선부두축조공사(2차),1,2004-04-01,25.6,1.18,3006401,2004-03-19,4000000000,2004-03-26,2004-12-21
울산항소형선부두축조공사(2차),1,2004-03-01,0.01,0.01,3006400,2004-03-19,4000000000,2004-03-26,2004-12-21
울산항 소형선부두 축조(1차)공사,1,2004-05-01,100,100,3006399,2003-11-25,2500000000,2003-11-27,2004-05-24
울산항 소형선부두 축조(1차)공사,1,2004-04-01,83.34,77.47,3006398,2003-11-25,2500000000,2003-11-27,2004-05-24
울산항 소형선부두 축조(1차)공사,1,2004-03-01,47.28,42.21,3006397,2003-11-25,2500000000,2003-11-27,2004-05-24
포항영일만항 일반부두(1-1단계) 축조공사(3차),3,2011-11-01,29.74,52.89,3007535,2012-01-31,5708188000,2011-01-14,2012-02-01
부산항 신항 서컨준설토투기장 호안축조공사 전면책임감리용역(1차),1,2011-01-01,100,100,3006263,2010-02-11,745000000,2010-02-17,2011-01-22
부산항 신항 서컨테이너부두 준설토 투기장 호안축조공사(2차),2,2010-12-01,100,98.07,3006157,2010-03-09,37076000000,2010-03-10,2010-12-27
부산항 신항 방파제 보강공사 전면책임감리용역(2차),2,2010-10-01,74.92,74.92,3006111,2010-10-25,641300000,2010-02-02,2010-12-23
부산항 신항 방파제 보강공사 전면책임감리용역(2차),2,2010-11-01,93.18,93.18,3006110,2010-10-25,641300000,2010-02-02,2010-12-23
부산항 신항 방파제 보강공사 전면책임감리용역(2차),2,2010-08-01,65.94,65.94,3006109,2010-10-25,641300000,2010-02-02,2010-12-23
부산항 신항 방파제 보강공사 전면책임감리용역(2차),2,2010-07-01,56.67,56.67,3006108,2010-10-25,641300000,2010-02-02,2010-12-23
부산항 신항 방파제 보강공사(2차),2,2010-11-01,97.83,98.29,3006087,2010-12-22,35684000000,2010-02-05,2010-12-22
부산항 신항 방파제 보강공사(2차),2,2010-10-01,97,96.17,3006086,2010-12-22,35684000000,2010-02-05,2010-12-22
부산항 신항 방파제 보강공사(2차),2,2010-09-01,91.41,91.76,3006085,2010-12-22,35684000000,2010-02-05,2010-12-22
부산항 신항 방파제 보강공사(2차),2,2010-08-01,88.27,86.38,3006084,2010-12-22,35684000000,2010-02-05,2010-12-22
부산항 신항 방파제 보강공사(2차),2,2010-07-01,79.48,80.35,3006083,2010-12-22,35684000000,2010-02-05,2010-12-22
부산항 신항 남컨테이너부두 임항철도 건설공사 환경영향평가용역,1,2008-07-01,57,57,3006075,2008-02-29,176192000,2008-02-29,2008-12-28
